subject,band,movement,laterality_me,laterality_mi,laterality_me_minus_mi
16,beta,left_fist,-0.93039967405992,0.5734933453507229,-1.5038930194106428
16,beta,right_fist,-0.7088049400112995,-0.8069283183599959,0.0981233783486964
18,mu,left_fist,0.2362689196216608,-0.5093601164684713,0.7456290360901321
18,mu,right_fist,-0.0629333616712522,-0.8522169558529042,0.7892835941816521
18,beta,left_fist,-0.9419291459957816,-0.5524883744612653,-0.3894407715345162
18,beta,right_fist,0.2054167626045681,-0.0981797779111135,0.3035965405156816
19,mu,left_fist,0.1896679062021226,-1.8509026418277637,2.040570548029886
19,mu,right_fist,2.0459873880608863,-1.2242775743699388,3.270264962430825
19,beta,left_fist,-0.2950541427033948,0.702251908681155,-0.9973060513845498
19,beta,right_fist,-0.4442754391905799,-0.7281461774588003,0.2838707382682204
20,mu,left_fist,-1.1465140070299067,0.1424388913232716,-1.2889528983531782
20,mu,right_fist,1.0630976416067868,1.5513007851180962,-0.4882031435113094
20,beta,left_fist,0.3026118508002264,-0.2178133638469566,0.520425214647183
20,beta,right_fist,2.0483606104691923,0.3691712758440764,1.679189334625116
21,mu,left_fist,0.0916776448030267,-0.1766230899905303,0.2683007347935571
21,mu,right_fist,-1.58466189565104,-2.2653316393997773,0.6806697437487372
21,beta,left_fist,-1.6089097871803135,-0.5087449377339874,-1.1001648494463263
21,beta,right_fist,-0.0603407953986083,0.2413361347455775,-0.3016769301441859
23,mu,left_fist,1.3844196242664075,0.1899308574557583,1.1944887668106492
23,mu,right_fist,2.354964752936629,0.5991236562209592,1.7558410967156697
23,beta,left_fist,0.6032937064196788,0.3197484134154831,0.2835452930041957
23,beta,right_fist,1.0820836772701918,0.2564669748082353,0.8256167024619565
25,mu,left_fist,1.0795966275839666,-0.2541913976917036,1.3337880252756702
25,mu,right_fist,0.3360996139505632,-1.8371850948389892,2.1732847087895526
25,beta,left_fist,-0.5617780704903956,0.4054162336415053,-0.967194304131901
25,beta,right_fist,0.3261297589238134,0.1207850410651296,0.2053447178586838
26,mu,left_fist,1.773534955677019,-0.7891455034741601,2.562680459151179
26,mu,right_fist,0.7701098415650067,-0.2733427614202854,1.0434526029852922
26,beta,left_fist,-0.3360161932287839,-0.3409111755818572,0.0048949823530732
26,beta,right_fist,-0.4860733002378026,0.126361053789553,-0.6124343540273556
27,mu,left_fist,1.9112410400649755,0.8016519898398609,1.1095890502251144
27,mu,right_fist,-1.0342200334552158,-2.907535690043702,1.873315656588486
27,beta,left_fist,0.4181342213537901,-0.4005998844669221,0.8187341058207123
27,beta,right_fist,-0.9259574837422304,-0.3135351380440455,-0.6124223456981849
28,mu,left_fist,0.743673622545117,0.1049858349222703,0.6386877876228467
28,mu,right_fist,-0.2263076997248214,-0.1891798662876813,-0.0371278334371401
28,beta,left_fist,-0.1302426242854117,-0.2166845507837455,0.0864419264983337
28,beta,right_fist,-0.921389144788684,-0.3391113624501753,-0.5822777823385086
29,mu,left_fist,-1.488941518506107,-2.8683685434727173,1.3794270249666103
29,mu,right_fist,-0.2746105534531065,1.0290962010321834,-1.3037067544852898
29,beta,left_fist,0.4513385590580139,-1.949709106978314,2.401047666036328
29,beta,right_fist,-1.10833054776707,-2.1406590450789915,1.0323284973119216
30,mu,left_fist,1.396318878138603,0.7184782240999414,0.6778406540386614
30,mu,right_fist,-0.9296716670982534,0.1026209767596411,-1.0322926438578943
30,beta,left_fist,1.855975815561234,1.058164684628897,0.797811130932337
30,beta,right_fist,-1.4689496622173612,-0.2930181564479932,-1.175931505769368
31,mu,left_fist,0.1136297469629954,-0.4083653072148256,0.5219950541778211
31,mu,right_fist,-0.4326396669409262,-3.0456204408583885,2.612980773917462
31,beta,left_fist,0.2480499349999771,-1.2885917982492352,1.5366417332492124
31,beta,right_fist,-0.810127190562583,-0.1553510899702465,-0.6547761005923364
32,mu,left_fist,1.7935587343695207,0.0751041092846471,1.7184546250848736
32,mu,right_fist,-0.38016118516164,-1.4668309131979729,1.0866697280363329
32,beta,left_fist,-1.1579130248387948,0.1473881998409418,-1.3053012246797366
32,beta,right_fist,-1.4449009599662257,-1.811480033391368,0.3665790734251422
33,mu,left_fist,1.7137858291652983,-3.317806849658658,5.031592678823957
33,mu,right_fist,1.5980050285475262,-0.9844625459813924,2.5824675745289185
33,beta,left_fist,-0.8491207036879045,0.9649550299809824,-1.8140757336688869
33,beta,right_fist,0.3115864717863106,-0.9584417546093786,1.2700282263956892
34,mu,left_fist,-2.3334723981861485,-1.2762728863054358,-1.0571995118807127
34,mu,right_fist,-0.0130061194885109,-1.424723784901858,1.411717665413347
34,beta,left_fist,0.1157732858695825,0.3541774314268098,-0.2384041455572272
34,beta,right_fist,0.2990629458735607,-0.7355504294129751,1.034613375286536
35,mu,left_fist,-0.7441899747999157,0.0762039280102331,-0.8203939028101488
35,mu,right_fist,1.2756045525339086,-0.8048414797326382,2.080446032266547
35,beta,left_fist,0.4542220746668179,0.824438593407292,-0.370216518740474
35,beta,right_fist,-0.5748003291653392,-0.9747515201402792,0.39995119097494
36,mu,left_fist,0.6620854927254218,0.7142085221847576,-0.0521230294593357
36,mu,right_fist,-1.122714220019178,1.6092800468677582,-2.731994266886936
36,beta,left_fist,-0.207847227203094,-0.131086834968596,-0.0767603922344979
36,beta,right_fist,-0.1520662638171152,-0.263224160112068,0.1111578962949528
37,mu,left_fist,-1.268983694553414,-0.7678012290376256,-0.5011824655157885
37,mu,right_fist,-1.8127850303983972,0.7051416756853166,-2.5179267060837143
37,beta,left_fist,-0.0956989119639311,-0.2802555137985805,0.1845566018346494
37,beta,right_fist,-1.1501831243499263,0.7515308165925334,-1.90171394094246
38,mu,left_fist,-0.0214899821755523,0.0548675764691956,-0.0763575586447479
38,mu,right_fist,0.1988055493341476,0.5807626423558303,-0.3819570930216827
38,beta,left_fist,-0.1539878258513574,0.8755760656322784,-1.0295638914836358
38,beta,right_fist,1.0562215401371762,0.0746626611231027,0.9815588790140736
39,mu,left_fist,0.118774941396534,1.9202948689818444,-1.8015199275853104
39,mu,right_fist,1.3560090343352582,-0.8629277540882563,2.2189367884235143
39,beta,left_fist,-0.3232760532247526,1.204863444589208,-1.5281394978139609
39,beta,right_fist,-0.2892045789609336,1.419311180249252,-1.7085157592101856
40,mu,left_fist,1.7473122215104682,-1.693501592508058,3.4408138140185263
40,mu,right_fist,-0.741843571337981,-0.6558013371212621,-0.0860422342167188
40,beta,left_fist,0.8496023855588838,-0.0731599026808604,0.9227622882397444
40,beta,right_fist,0.2097418403623456,-0.4833955497545357,0.6931373901168814
41,mu,left_fist,1.874608668645453,-0.6918216977427116,2.5664303663881647
41,mu,right_fist,0.845237562244712,-0.002338748046079,0.8475763102907911
41,beta,left_fist,1.8996357869193643,-0.9177536363154466,2.817389423234811
41,beta,right_fist,-0.073961900616116,0.0156755355198463,-0.0896374361359624
42,mu,left_fist,-4.745354439368857,-2.584059971182168,-2.161294468186689
42,mu,right_fist,-2.977910310366183,1.0347722032447273,-4.01268251361091
42,beta,left_fist,-3.6563091894693622,-2.0902007028970013,-1.5661084865723611
42,beta,right_fist,-1.8562498865847767,-1.2067316224321785,-0.6495182641525987
43,mu,left_fist,1.98562168603874,-2.838236203868586,4.823857889907326
43,mu,right_fist,-0.3818228615013802,-2.1433965409634643,1.7615736794620842
43,beta,left_fist,0.333894753180139,0.0934223790292239,0.2404723741509151
43,beta,right_fist,1.0714395749217065,-0.9063034888639,1.9777430637856064
44,mu,left_fist,-1.673176945028332,1.0838515364261796,-2.757028481454512
44,mu,right_fist,2.0190860653683087,-0.2864925976379545,2.305578663006264
44,beta,left_fist,-0.1611468694756441,1.287552035501168,-1.4486989049768122
44,beta,right_fist,-1.9548878510064045,0.0341204646524042,-1.9890083156588083
45,mu,left_fist,-0.1434957804778381,-0.480535300510879,0.3370395200330408
45,mu,right_fist,0.3494674723124605,0.3294217757378132,0.0200456965746473
45,beta,left_fist,-0.4647823546691372,0.0411770419393124,-0.5059593966084497
45,beta,right_fist,-0.3872663207396234,-0.0865301052362184,-0.300736215503405
46,mu,left_fist,-1.7308339295237567,-0.5617289735297457,-1.169104955994011
46,mu,right_fist,1.019390767909804,1.43758546966307,-0.4181947017532661
46,beta,left_fist,-2.188264337178042,-0.8946762475880079,-1.2935880895900342
46,beta,right_fist,0.4414950104362437,1.0239696149418536,-0.5824746045056098
47,mu,left_fist,-1.531871002856336,-0.7649979584535778,-0.7668730444027583
47,mu,right_fist,1.0623532158472848,0.0043320921776166,1.0580211236696682
47,beta,left_fist,-0.5209917503876487,0.7770411648611043,-1.2980329152487529
47,beta,right_fist,-0.2467906349824422,0.7845335865430152,-1.0313242215254574
49,mu,left_fist,0.8609850824433325,-0.5442365049142548,1.4052215873575873
49,mu,right_fist,1.5883726434360257,-0.1339420811912471,1.7223147246272728
49,beta,left_fist,-1.6182607934614226,0.207922940589452,-1.8261837340508744
49,beta,right_fist,-0.7915525638799412,-1.4490148232569424,0.6574622593770012
50,mu,left_fist,0.8183971819648479,-0.1526711185554871,0.971068300520335
50,mu,right_fist,0.4039673712502971,0.3207094075268237,0.0832579637234733
50,beta,left_fist,0.7001313538265539,0.5452882446565201,0.1548431091700337
50,beta,right_fist,-0.7400572800005267,-0.0457721673586864,-0.6942851126418403
51,mu,left_fist,0.2237369197784577,0.0221829602099484,0.2015539595685093
51,mu,right_fist,0.8398163454458121,0.9806013081653996,-0.1407849627195876
51,beta,left_fist,-0.8585973125256698,-0.0569871993141284,-0.8016101132115414
51,beta,right_fist,0.3698467734323929,0.1605915653801852,0.2092552080522076
52,mu,left_fist,0.9909554334227608,0.0527383293551335,0.9382171040676272
52,mu,right_fist,-0.8807645680997475,-1.9710145499865628,1.0902499818868154
52,beta,left_fist,0.9974603295612354,0.8367370292714897,0.1607233002897456
52,beta,right_fist,-0.7200880236114289,-0.0867789890145929,-0.633309034596836
53,mu,left_fist,-1.0168409104432792,-0.3118896895827849,-0.7049512208604942
53,mu,right_fist,0.0521335942552305,-1.230201481170675,1.2823350754259055
53,beta,left_fist,0.2536384666823447,-0.5601753966898195,0.8138138633721643
53,beta,right_fist,-0.1379088753506788,-0.2169636660985753,0.0790547907478964
54,mu,left_fist,-2.0562649861239715,-0.707703306959842,-1.3485616791641295
54,mu,right_fist,-1.086344561303659,-0.1830812887107673,-0.9032632725928916
54,beta,left_fist,-0.2089115990195713,0.0544672324773718,-0.2633788314969432
54,beta,right_fist,0.52025909554737,0.8862392024985799,-0.3659801069512098
55,mu,left_fist,0.264937949034865,-2.6416987244059595,2.9066366734408247
55,mu,right_fist,1.094137259707736,0.2674353891196254,0.8267018705881107
55,beta,left_fist,-1.0883023553595363,-0.5278099323356578,-0.5604924230238786
55,beta,right_fist,0.314410368287644,-0.6005830517901443,0.9149934200777884
56,mu,left_fist,0.0805056500158438,-1.3797394484389516,1.4602450984547954
56,mu,right_fist,3.6866367108649816,2.439349382251792,1.2472873286131896
56,beta,left_fist,-0.3824872123688357,0.4777408166426282,-0.8602280290114639
56,beta,right_fist,0.2731489461892586,0.3030874464845625,-0.0299385002953038
57,mu,left_fist,-0.1020934795688517,0.2558458991716775,-0.3579393787405293
57,mu,right_fist,1.1279613669063109,0.7949533056547334,0.3330080612515774
57,beta,left_fist,-0.3395085640955582,0.0330731577860107,-0.3725817218815689
57,beta,right_fist,0.7873019003759869,-0.1889624667884293,0.9762643671644162
58,mu,left_fist,-1.0325397189940464,1.2132260810778766,-2.245765800071923
58,mu,right_fist,-1.0255815640184849,-0.5289888659173076,-0.496592698101177
58,beta,left_fist,-0.5088319258527442,0.862086967243739,-1.370918893096483
58,beta,right_fist,-0.9879654720103868,-1.3018606652279598,0.313895193217573
59,mu,left_fist,-0.1324930102768133,1.1451594571116437,-1.277652467388457
59,mu,right_fist,-0.5078757869094614,-1.0931521939252564,0.585276407015795
59,beta,left_fist,1.9650623926440716,0.5321971890829866,1.4328652035610847
59,beta,right_fist,-0.4938643529227504,-1.8413504383770487,1.3474860854542985
60,mu,left_fist,1.179284483853594,-1.3279032706979894,2.5071877545515835
60,mu,right_fist,-0.0181614085028964,-4.49741803185055,4.479256623347654
60,beta,left_fist,1.3880894197573574,0.295298596982023,1.0927908227753345
60,beta,right_fist,1.059215960650906,-1.3250139248527166,2.384229885503623
61,mu,left_fist,-0.4083914168571021,-1.747030845934276,1.338639429077174
61,mu,right_fist,2.0068931482690284,-1.7268982715879229,3.733791419856951
61,beta,left_fist,0.6372814956110665,0.9030934588502366,-0.2658119632391701
61,beta,right_fist,-0.8252925431295703,0.4041396201066687,-1.229432163236239
62,mu,left_fist,-1.186626120056368,-0.7429123995962059,-0.443713720460162
62,mu,right_fist,-0.0392033533449813,-2.9329986773118986,2.893795323966917
62,beta,left_fist,-0.2661209357867464,-0.5025828136622664,0.2364618778755199
62,beta,right_fist,0.9745230875874652,-0.4343682347866389,1.4088913223741042
63,mu,left_fist,0.8770255844564964,-0.2306846725177385,1.1077102569742348
63,mu,right_fist,0.2793844088418953,0.1863484662149777,0.0930359426269176
63,beta,left_fist,-0.0822856199541491,0.81750685296813,-0.8997924729222792
63,beta,right_fist,0.2661941329046099,-0.5346018292824872,0.8007959621870973
64,mu,left_fist,0.4154061148665868,-1.3920470186471787,1.8074531335137656
64,mu,right_fist,1.709155458858732,1.3614784511129625,0.3476770077457694
64,beta,left_fist,0.327660184622033,0.4671394767352893,-0.1394792921132562
64,beta,right_fist,0.1653830046448456,0.2874917436588157,-0.12210873901397
65,mu,left_fist,-0.0915929107538173,-1.4259073622311784,1.334314451477361
65,mu,right_fist,1.2527508474284434,0.5163558464358649,0.7363950009925786
65,beta,left_fist,-0.1961960752501775,0.004818940887948,-0.2010150161381256
65,beta,right_fist,-0.8116705496310721,0.8221249746598733,-1.6337955242909454
66,mu,left_fist,-0.9863567567063416,0.0380118933006139,-1.0243686500069555
66,mu,right_fist,2.3126955579669817,-0.1668566193793825,2.479552177346364
66,beta,left_fist,-0.3673151828807868,-0.0666500732192617,-0.300665109661525
66,beta,right_fist,1.1008232223061496,0.8072723428318751,0.2935508794742745
67,mu,left_fist,1.1621697219302678,0.0786938625903841,1.0834758593398837
67,mu,right_fist,-4.324424929660608,-0.7296041553755847,-3.594820774285023
67,beta,left_fist,-0.7354719311373178,-0.6388338465658805,-0.0966380845714373
67,beta,right_fist,-1.8025835446788296,0.184267920902968,-1.986851465581798
68,mu,left_fist,0.8112399529538608,-0.8615589906662284,1.6727989436200892
68,mu,right_fist,-0.2896802068213273,-0.3448942026391885,0.0552139958178611
68,beta,left_fist,1.4776353212127358,-1.4035805928434832,2.8812159140562192
68,beta,right_fist,0.5243723804657725,0.618698102552903,-0.0943257220871305
69,mu,left_fist,0.8927747412483235,0.8052478221631229,0.0875269190852006
69,mu,right_fist,-0.1814958878952082,-2.4311377856969134,2.249641897801705
69,beta,left_fist,0.6300243913122148,-0.4870885160696536,1.1171129073818684
69,beta,right_fist,0.4492940246035648,0.2299589886649566,0.2193350359386081
70,mu,left_fist,2.6662839995812178,0.5192952745403143,2.146988725040903
70,mu,right_fist,1.4655943939766296,0.6950078733124025,0.7705865206642271
70,beta,left_fist,0.3346593069521976,-1.3227692337642172,1.6574285407164149
70,beta,right_fist,0.6158101496561768,-0.3898547405569235,1.0056648902131002
71,mu,left_fist,2.2714223057422416,-1.286258625271959,3.5576809310142004
71,mu,right_fist,2.1950209645948697,-1.2439047661760505,3.43892573077092
71,beta,left_fist,-0.046482661822516,-0.5148503679635211,0.4683677061410051
71,beta,right_fist,0.5810713685742348,0.675360612564773,-0.0942892439905381
72,mu,left_fist,-0.2240438248282208,-3.115490399071736,2.891446574243515
72,mu,right_fist,2.6418828796717824,-3.417684176707545,6.059567056379327
72,beta,left_fist,-1.3873421236443233,-2.4985271650210086,1.1111850413766853
72,beta,right_fist,2.5961633226299936,-0.8261869382021968,3.4223502608321903
73,mu,left_fist,1.0472606788294592,0.8888439116655276,0.1584167671639316
73,mu,right_fist,-1.7415335609356593,1.5802089219043114,-3.32174248283997
73,beta,left_fist,1.242323624860028,-0.2663082908986869,1.508631915758715
73,beta,right_fist,-0.221789553183676,-0.5620658902690396,0.3402763370853636
74,mu,left_fist,-0.629188011097163,-0.2572118956986142,-0.3719761153985488
74,mu,right_fist,0.6548952518811739,0.7157243345451259,-0.0608290826639519
74,beta,left_fist,-2.346805640397164,0.6388166372279177,-2.985622277625082
74,beta,right_fist,-0.1655348586277287,-0.2268721262367754,0.0613372676090466
75,mu,left_fist,1.63413287977335,1.002363420796943,0.6317694589764069
75,mu,right_fist,-1.1558009766492268,-0.9169733235590952,-0.2388276530901315
75,beta,left_fist,-0.0721607790915186,-0.5680067122466826,0.495845933155164
75,beta,right_fist,-0.1447251002933115,-0.2295486884327631,0.0848235881394515
76,mu,left_fist,0.4111050502073823,0.7287804236960247,-0.3176753734886424
76,mu,right_fist,1.831822827268728,0.6869995961108666,1.1448232311578612
76,beta,left_fist,0.870269506948897,0.5684764397277757,0.3017930672211213
76,beta,right_fist,-2.0999272370686075,0.3985264943520699,-2.4984537314206774
77,mu,left_fist,-0.502861215828486,-1.6397754837216478,1.136914267893162
77,mu,right_fist,2.111176388917035,0.6048222473967316,1.5063541415203034
77,beta,left_fist,0.3111483218528659,-0.5016099447639345,0.8127582666168004
77,beta,right_fist,0.6081765533140713,0.5406091728180398,0.0675673804960315
78,mu,left_fist,-0.1415119501905679,-0.4828657609661546,0.3413538107755867
78,mu,right_fist,1.4516299742472405,-0.1417441564152746,1.5933741306625149
78,beta,left_fist,-0.7775831247130082,0.3627764873695908,-1.140359612082599
78,beta,right_fist,2.1418062607158173,0.9271883778794768,1.2146178828363403
79,mu,left_fist,0.5783431244510879,0.5897392951423767,-0.0113961706912887
79,mu,right_fist,0.6337232846423771,-0.5799889449497198,1.213712229592097
79,beta,left_fist,0.6610339904459771,1.2236614301875213,-0.5626274397415442
79,beta,right_fist,0.0697807081954789,0.1772236091948653,-0.1074429009993863
80,mu,left_fist,0.1953824612557449,0.4022680971232892,-0.2068856358675443
80,mu,right_fist,1.6452526330218686,0.7799848751351535,0.8652677578867152
80,beta,left_fist,0.1853042950406994,-0.049213881663603,0.2345181767043025
80,beta,right_fist,0.662997857676177,-0.156526950321334,0.819524807997511
81,mu,left_fist,2.35712162909288,-0.5281365071717479,2.8852581362646275
81,mu,right_fist,-0.2964034448712805,1.0629470364885925,-1.359350481359873
81,beta,left_fist,-1.0581342941697691,-0.9369107469101748,-0.1212235472595946
81,beta,right_fist,0.851935965727266,-0.0229294531770122,0.8748654189042784
82,mu,left_fist,0.4620206870854379,-0.1207047350221742,0.5827254221076121
82,mu,right_fist,-0.5067702880758609,-2.0364512525677645,1.5296809644919036
82,beta,left_fist,-0.4126983869600531,-0.3895201448179682,-0.0231782421420848
82,beta,right_fist,-0.9631458831035362,-1.5702400290396905,0.6070941459361541
83,mu,left_fist,3.1233534737843187,1.2729729949099486,1.85038047887437
83,mu,right_fist,2.80394896144206,-0.9648740562518758,3.768823017693936
83,beta,left_fist,-0.4320604269360659,0.1009193396059975,-0.5329797665420635
83,beta,right_fist,1.3962156058146462,-0.3591863235129166,1.755401929327563
84,mu,left_fist,3.852695480347306,-0.6090507543736535,4.46174623472096
84,mu,right_fist,-3.3983572064905765,-4.054074599913084,0.6557173934225071
84,beta,left_fist,0.9081257911098106,0.0935485120507701,0.8145772790590405
84,beta,right_fist,0.0375402791842715,-2.666449544502504,2.703989823686775
85,mu,left_fist,0.4725369868575133,-1.2410701181618442,1.7136071050193575
85,mu,right_fist,-1.2335157006615955,-6.239760320317614,5.006244619656018
85,beta,left_fist,0.5012713428403834,-0.5425704371528448,1.0438417799932282
85,beta,right_fist,-0.7348460504635546,-1.129764690339552,0.3949186398759974
86,mu,left_fist,0.4394756277644733,-0.2965580653262921,0.7360336930907655
86,mu,right_fist,0.785658802800238,-0.2690570691548334,1.0547158719550715
86,beta,left_fist,-0.5814344654836905,-0.4598017114113971,-0.1216327540722933
86,beta,right_fist,-0.4871696837664379,-0.5801415906579879,0.09297190689155
87,mu,left_fist,0.5331589204507825,0.3225245729226371,0.2106343475281454
87,mu,right_fist,1.3124942256020191,0.3679143031319023,0.9445799224701168
87,beta,left_fist,-0.5778085681317477,0.6013160380819618,-1.1791246062137095
87,beta,right_fist,-0.653174337899681,0.7015848894344014,-1.3547592273340825
88,mu,left_fist,-0.7458212795316657,-0.1244078153569745,-0.6214134641746911
88,mu,right_fist,-0.0389147618419729,0.0052424221208043,-0.0441571839627773
88,beta,left_fist,-0.718199786387983,0.8140087468100671,-1.53220853319805
88,beta,right_fist,-0.4975311781560456,0.6910849429494702,-1.188616121105516
89,mu,left_fist,-1.2577501028332143,-0.9236540055191028,-0.3340960973141118
89,mu,right_fist,0.5778553577752934,0.7398169390981642,-0.1619615813228707
89,beta,left_fist,0.1145408668067529,-0.2945428662581207,0.4090837330648736
89,beta,right_fist,-0.7835447868496928,-0.0687320309729329,-0.7148127558767599
90,mu,left_fist,-1.455320998731203,-0.4037787037609008,-1.0515422949703022
90,mu,right_fist,-0.6110273074689816,-1.9921802720281103,1.381152964559129
90,beta,left_fist,0.0124554423354017,-0.7904889878490812,0.8029444301844829
90,beta,right_fist,0.0881115740157545,0.2140272136933041,-0.1259156396775496
91,mu,left_fist,1.602001546031086,1.0297556811192137,0.5722458649118725
91,mu,right_fist,-0.8966904203006494,-1.7723569671128605,0.8756665468122109
91,beta,left_fist,-2.101489473124068,-0.2725859030725335,-1.8289035700515344
91,beta,right_fist,-1.5147256489051628,0.2350432258367967,-1.7497688747419595
92,mu,left_fist,-3.16470332290365,-1.2194785219923885,-1.9452248009112612
92,mu,right_fist,-1.1287080721237042,-1.6627028182772725,0.5339947461535683
92,beta,left_fist,-0.0017558039314328,-0.9637207564207396,0.9619649524893066
92,beta,right_fist,-0.2771839919969959,-0.7478539423402473,0.4706699503432513
93,mu,left_fist,0.5171528707244486,-2.4801759032569155,2.997328773981364
93,mu,right_fist,0.0736144501009519,-2.6529163233113318,2.726530773412283
93,beta,left_fist,-0.5073957980866417,-0.4398139114487435,-0.0675818866378982
93,beta,right_fist,0.5862447256502827,-1.028107038816796,1.6143517644670788
94,mu,left_fist,-0.8788250336822534,0.1991264792803372,-1.0779515129625907
94,mu,right_fist,-0.7527765168390959,0.5573576129465279,-1.3101341297856235
94,beta,left_fist,-0.0880871200445261,0.0155258155923302,-0.1036129356368563
94,beta,right_fist,0.6608882674665413,-0.8738753920930722,1.5347636595596137
95,mu,left_fist,-0.5720510798391226,-1.1841159009015498,0.6120648210624272
95,mu,right_fist,1.151055955588062,0.7790625184284263,0.3719934371596356
95,beta,left_fist,-0.0425671576328705,-0.2913152678188823,0.2487481101860117
95,beta,right_fist,1.179894634849792,-0.3062130217460783,1.4861076565958704
96,mu,left_fist,-0.7967185360503077,-0.2254919669504018,-0.5712265690999059
96,mu,right_fist,4.139986465963981,-2.468299191834837,6.608285657798818
96,beta,left_fist,1.7191215866550706,0.9679959443553758,0.7511256422996948
96,beta,right_fist,0.413356250269929,-1.0758861212949875,1.4892423715649166
97,mu,left_fist,-0.8913668293190693,-2.502711144223629,1.61134431490456
97,mu,right_fist,-0.7802467504490379,1.480498107719585,-2.2607448581686227
97,beta,left_fist,-0.6743437267366483,1.0398445803188718,-1.7141883070555202
97,beta,right_fist,-0.3013467240767855,-0.2146088624754509,-0.0867378616013345
98,mu,left_fist,-1.2322607992341783,-0.8757808412551169,-0.3564799579790614
98,mu,right_fist,2.5089463985055733,-0.0558197588925537,2.564766157398127
98,beta,left_fist,-0.8354292576650124,-0.3100923201275339,-0.5253369375374785
